Subject,Age,Ethnicity,Sex,Block,TargetFeature,Lag,T1Pos,T2Pos,T2isT1,T1SPE,T2SPE,T1RespPos,T2RespPos,T1Resp,T2Resp,T1Conf,T2Conf,Stim1,Stim2,Stim3,Stim4,Stim5,Stim6,Stim7,Stim8,Stim9,Stim10,Stim11,Stim12,Stim13,Stim14,Stim15,Stim16,Stim17,Stim18,Stim19,Stim20,Stim21,Stim22,Stim23,Stim24,Stim25,Stim26
10,19,Hispanic or Latino,female,1,Annulus,3,9,12,,,,,,,,,,S,I,Z,J,R,P,K,F,L,O,D,Y,G,E,U,B,H,V,A,M,X,T,Q,W,C,N
10,19,Hispanic or Latino,female,1,Annulus,1,8,9,,,,,,,,,,U,I,V,B,J,Y,S,Q,E,R,A,D,K,H,C,M,Z,L,G,T,X,O,N,W,F,P
10,19,Hispanic or Latino,female,1,Annulus,2,8,10,,,,,,,,,,A,H,X,J,I,T,W,V,G,O,K,F,Q,L,N,C,B,D,P,Y,E,Z,U,R,M,S
10,19,Hispanic or Latino,female,1,Annulus,3,8,11,,,,,,,,,,F,A,H,K,Q,D,U,I,O,P,E,C,T,W,R,S,Y,Z,M,B,L,J,X,G,V,N
10,19,Hispanic or Latino,female,1,Annulus,3,10,13,,,,,,,,,,Q,U,X,L,E,T,A,Y,O,M,W,P,H,G,S,C,J,K,D,F,V,Z,B,I,R,N
10,19,Hispanic or Latino,female,1,Annulus,2,6,8,,,,,,,,,,O,P,Z,S,R,M,C,A,L,G,N,F,V,E,Y,J,B,H,W,D,Q,I,U,X,K,T
10,19,Hispanic or Latino,female,1,Annulus,9,9,18,,,,,,,,,,P,H,Z,F,R,U,N,D,K,Q,E,J,B,W,A,Y,V,C,G,M,X,T,L,I,O,S
10,19,Hispanic or Latino,female,1,Annulus,6,7,13,,,,,,,,,,P,L,E,A,R,S,K,X,O,T,C,N,I,Y,U,V,Q,H,B,W,M,G,D,F,J,Z
10,19,Hispanic or Latino,female,1,Annulus,1,6,7,,,,,,,,,,W,Q,F,U,D,J,H,C,N,V,A,E,G,S,T,L,I,X,Y,M,P,K,Z,R,O,B
10,19,Hispanic or Latino,female,1,Annulus,9,7,16,,,,,,,,,,L,H,D,X,C,A,O,T,Y,N,G,I,S,F,B,Z,W,K,V,J,E,P,U,Q,R,M
10,19,Hispanic or Latino,female,2,Annulus,9,6,15,0,-1,1,5,16,P,Z,2,3,H,I,O,S,P,J,F,Y,M,X,E,L,R,W,N,Z,A,V,C,U,D,B,K,T,Q,G
10,19,Hispanic or Latino,female,2,Annulus,2,7,9,0,1,15,8,24,O,P,2,1,U,T,I,W,D,F,A,O,N,Z,M,B,C,K,Y,S,V,G,H,X,J,E,L,P,R,Q
10,19,Hispanic or Latino,female,2,Annulus,6,9,15,0,-1,1,8,16,G,K,3,2,Z,H,I,U,M,S,Q,G,C,O,B,J,F,Y,L,K,X,D,T,V,N,E,A,W,P,R
10,19,Hispanic or Latino,female,2,Annulus,1,10,11,0,0,6,10,17,Z,S,2,1,N,Y,W,T,Q,B,U,O,X,Z,P,D,K,F,H,L,S,G,C,I,V,M,J,R,E,A
10,19,Hispanic or Latino,female,2,Annulus,2,6,8,0,0,11,6,19,W,V,3,1,R,P,M,B,H,W,U,G,E,Z,A,Y,T,L,N,S,X,K,V,O,Q,I,D,C,J,F
10,19,Hispanic or Latino,female,2,Annulus,9,8,17,0,0,1,8,18,N,Y,3,3,X,T,U,H,L,Q,S,N,J,A,Z,O,C,F,V,K,P,Y,E,W,D,G,B,I,M,R
10,19,Hispanic or Latino,female,2,Annulus,9,9,18,0,0,0,9,18,S,P,3,3,N,Y,Q,O,G,A,I,U,S,C,D,R,W,J,H,V,F,P,K,Z,E,T,X,M,B,L
10,19,Hispanic or Latino,female,2,Annulus,6,7,13,0,-1,2,6,15,C,R,3,2,A,Q,P,B,F,C,J,M,Z,N,X,Y,H,E,R,S,G,T,K,L,U,I,D,V,W,O
10,19,Hispanic or Latino,female,2,Annulus,2,6,8,1,9,-2,15,6,U,V,1,2,F,H,Q,W,Z,V,E,B,L,J,R,K,D,O,U,C,M,G,Y,S,P,A,X,N,T,I
10,19,Hispanic or Latino,female,2,Annulus,1,8,9,1,11,-1,19,8,I,T,2,3,U,B,X,C,F,Q,K,T,V,O,E,Z,W,L,A,G,M,S,I,P,D,H,Y,N,R,J
10,19,Hispanic or Latino,female,2,Annulus,9,8,17,0,-1,0,7,17,I,C,3,3,W,U,B,E,V,K,I,Q,A,L,X,S,O,G,T,F,C,Y,R,J,D,H,N,P,M,Z
10,19,Hispanic or Latino,female,2,Annulus,2,10,12,0,0,-8,10,4,E,D,2,1,T,O,B,D,M,S,C,A,V,E,X,F,Z,L,Q,Y,G,W,K,J,U,R,H,P,I,N
10,19,Hispanic or Latino,female,2,Annulus,1,6,7,0,-1,5,5,12,U,V,3,1,D,A,W,C,U,E,R,T,I,M,K,V,X,B,G,Y,H,O,F,Z,S,Q,N,L,J,P
10,19,Hispanic or Latino,female,2,Annulus,2,8,10,0,0,2,8,12,Z,S,3,2,L,Q,H,C,Y,N,F,Z,I,A,D,S,T,M,U,O,W,P,V,E,X,J,G,R,B,K
10,19,Hispanic or Latino,female,2,Annulus,3,9,12,1,-3,-3,6,9,C,L,1,1,M,R,J,Z,Q,C,U,N,L,I,T,K,W,F,P,S,X,B,G,D,V,O,A,E,Y,H
10,19,Hispanic or Latino,female,2,Annulus,3,7,10,0,0,-5,7,5,E,I,2,2,B,V,Z,D,I,X,E,W,S,K,A,T,U,Y,M,F,C,O,R,Q,G,J,L,N,P,H
10,19,Hispanic or Latino,female,2,Annulus,2,8,10,0,0,11,8,21,P,R,3,1,X,M,Q,W,C,Y,A,P,B,F,O,K,H,Z,E,G,S,T,D,V,R,J,N,L,I,U
10,19,Hispanic or Latino,female,2,Annulus,3,9,12,1,-1,-3,8,9,Z,D,1,1,P,T,I,U,E,M,X,Z,D,S,K,N,H,G,A,V,W,B,Y,Q,L,C,O,F,J,R
10,19,Hispanic or Latino,female,2,Annulus,3,10,13,0,1,-9,11,4,A,R,3,2,J,B,X,R,O,D,L,E,I,S,A,K,Z,N,M,T,Y,U,H,Q,G,C,V,W,F,P
10,19,Hispanic or Latino,female,2,Annulus,3,6,9,0,-1,13,5,22,K,F,3,1,M,Q,E,Y,K,J,S,C,U,R,D,O,I,Z,W,T,H,A,G,N,B,F,V,X,P,L
10,19,Hispanic or Latino,female,2,Annulus,1,7,8,0,0,11,7,19,U,Y,3,1,K,W,F,N,X,A,U,S,E,L,J,G,H,I,O,C,Z,P,Y,R,T,M,D,B,V,Q
10,19,Hispanic or Latino,female,2,Annulus,3,8,11,0,-1,3,7,14,F,P,1,1,Z,S,O,T,E,R,F,G,W,N,L,H,K,P,V,X,Y,U,D,C,Q,B,A,M,J,I
10,19,Hispanic or Latino,female,2,Annulus,9,9,18,0,0,0,9,18,C,I,3,3,N,S,U,B,R,P,L,V,C,M,Q,Z,O,X,K,Y,A,I,D,G,J,H,E,W,T,F
10,19,Hispanic or Latino,female,2,Annulus,6,9,15,0,-1,0,8,15,D,S,3,2,E,Q,I,A,M,B,P,D,T,J,X,N,H,O,S,Y,K,Z,U,F,R,G,C,W,L,V
10,19,Hispanic or Latino,female,2,Annulus,9,7,16,0,0,0,7,16,H,M,3,3,C,A,Q,G,X,I,H,O,T,P,E,L,D,B,Y,M,S,U,R,Z,F,N,J,V,K,W
10,19,Hispanic or Latino,female,2,Annulus,6,8,14,0,0,0,8,14,K,E,3,3,P,Y,L,H,X,J,N,K,D,U,O,R,Q,E,C,T,V,I,G,S,M,F,W,Z,B,A
10,19,Hispanic or Latino,female,2,Annulus,1,9,10,0,-1,-4,8,6,C,D,3,2,P,J,G,V,O,D,S,C,Q,L,Z,H,B,M,R,K,E,N,A,F,W,X,Y,T,U,I
10,19,Hispanic or Latino,female,2,Annulus,1,6,7,1,1,-1,7,6,S,P,2,2,T,V,N,C,X,P,S,Y,O,J,L,Q,R,W,B,U,A,Z,F,M,I,G,K,H,D,E
10,19,Hispanic or Latino,female,2,Annulus,6,7,13,0,0,12,7,25,D,O,2,3,M,T,X,Q,I,V,D,W,Y,R,B,P,N,L,C,J,E,A,G,U,H,F,K,S,O,Z
10,19,Hispanic or Latino,female,2,Annulus,9,10,19,0,-1,0,9,19,U,Y,3,3,A,G,W,X,D,M,C,Q,U,V,K,F,L,P,O,Z,B,R,Y,N,H,T,S,I,J,E
10,19,Hispanic or Latino,female,2,Annulus,3,10,13,0,0,2,10,15,O,P,3,2,Z,V,F,U,R,C,I,W,L,O,G,A,D,X,P,Y,N,T,J,E,Q,K,H,M,B,S
10,19,Hispanic or Latino,female,2,Annulus,1,7,8,0,-1,0,6,8,D,E,3,2,N,A,Q,C,G,D,Y,E,K,S,F,V,I,U,Z,R,B,H,W,P,X,L,M,J,T,O
10,19,Hispanic or Latino,female,2,Annulus,2,7,9,0,0,-4,7,5,Y,C,2,1,X,D,F,E,C,B,Y,G,N,I,V,R,L,O,A,Z,U,Q,T,W,M,K,P,J,H,S
10,19,Hispanic or Latino,female,2,Annulus,3,6,9,0,-2,-4,4,5,T,U,2,1,X,J,F,T,U,Q,P,D,Z,I,H,L,Y,A,B,E,O,R,G,S,N,K,C,V,M,W
10,19,Hispanic or Latino,female,2,Annulus,6,6,12,0,1,1,7,13,D,E,3,3,X,K,R,O,G,H,D,T,L,V,Y,W,E,C,Q,I,S,B,M,N,Z,F,U,J,P,A
10,19,Hispanic or Latino,female,2,Annulus,2,10,12,0,0,-1,10,11,S,I,3,1,U,Q,G,K,R,Y,P,T,V,S,I,J,B,C,N,X,W,L,A,H,E,D,F,M,Z,O
10,19,Hispanic or Latino,female,2,Annulus,6,8,14,0,0,1,8,15,H,V,3,2,W,O,L,C,T,S,Y,H,F,G,N,I,A,U,V,B,P,K,E,X,D,J,R,M,Q,Z
10,19,Hispanic or Latino,female,2,Annulus,6,10,16,0,-1,0,9,16,G,W,3,3,L,E,O,U,R,K,X,I,G,V,H,D,A,T,P,W,N,F,J,S,Q,B,M,Y,Z,C
10,19,Hispanic or Latino,female,2,Annulus,9,6,15,0,1,1,7,16,Y,U,3,3,L,N,W,O,F,K,Y,C,Q,A,H,P,B,Z,X,U,I,V,S,T,R,G,E,D,J,M
10,19,Hispanic or Latino,female,2,Annulus,1,8,9,1,-7,-1,1,8,V,W,1,3,V,S,D,K,C,X,B,W,Z,U,I,R,P,H,G,Y,J,L,O,N,Q,F,T,A,E,M
10,19,Hispanic or Latino,female,2,Annulus,6,10,16,0,-2,0,8,16,V,W,2,3,Y,L,B,J,K,C,N,V,T,D,A,U,H,M,R,W,Z,F,X,Q,I,E,G,S,P,O
10,19,Hispanic or Latino,female,2,Annulus,3,8,11,0,0,-7,8,4,E,I,3,2,A,C,N,I,B,Z,R,E,O,H,F,X,K,L,M,J,V,W,P,Q,U,G,S,D,T,Y
10,19,Hispanic or Latino,female,2,Annulus,1,9,10,1,-7,-1,2,9,I,T,1,2,J,I,G,D,L,U,X,O,T,E,P,Z,R,Y,C,K,S,B,Q,F,N,A,V,W,M,H
10,19,Hispanic or Latino,female,2,Annulus,6,6,12,0,-1,0,5,12,M,P,3,3,S,E,C,H,M,Z,O,X,U,T,Q,P,F,K,I,V,A,L,G,Y,R,D,B,W,J,N
10,19,Hispanic or Latino,female,2,Annulus,9,7,16,0,-1,0,6,16,P,V,1,1,O,C,T,R,D,P,H,F,Y,W,M,X,Q,A,I,V,N,U,E,J,Z,L,S,K,B,G
10,19,Hispanic or Latino,female,2,Annulus,1,10,11,0,-1,11,9,22,U,V,1,1,A,P,X,J,F,W,E,O,U,K,Y,R,C,G,L,N,S,M,D,Q,Z,V,I,B,T,H
10,19,Hispanic or Latino,female,2,Annulus,9,10,19,0,0,0,10,19,K,A,2,3,W,T,V,C,J,N,S,P,Z,K,I,R,O,F,X,Q,G,D,A,H,Y,B,L,M,E,U
10,19,Hispanic or Latino,female,2,Annulus,2,9,11,0,0,0,9,11,R,U,3,1,P,X,T,E,W,H,F,Q,R,Z,U,V,C,S,I,D,A,N,B,M,J,Y,G,O,L,K
10,19,Hispanic or Latino,female,2,Annulus,2,9,11,0,-1,-4,8,7,A,G,3,3,J,R,V,Z,F,D,G,A,Q,L,K,I,M,O,H,X,N,T,W,P,U,C,E,Y,S,B
10,19,Hispanic or Latino,female,2,Annulus,3,7,10,0,0,11,7,21,A,J,3,1,D,C,B,U,P,I,A,G,F,Q,R,O,V,W,M,T,L,N,S,K,J,Z,X,E,Y,H
10,19,Hispanic or Latino,female,3,Annulus,3,9,12,0,-1,-9,8,3,M,I,2,2,P,Q,I,W,O,F,A,M,L,Z,C,B,X,V,J,G,N,K,D,T,H,E,R,Y,S,U
10,19,Hispanic or Latino,female,3,Annulus,2,10,12,0,0,2,10,14,T,A,3,2,D,V,Z,P,Q,M,C,B,R,T,E,H,J,A,Y,K,O,X,N,W,I,U,F,S,G,L
10,19,Hispanic or Latino,female,3,Annulus,9,10,19,0,0,-1,10,18,K,A,2,3,I,X,G,W,Z,J,F,L,D,K,P,V,N,Q,Y,E,S,A,C,U,B,T,M,H,O,R
10,19,Hispanic or Latino,female,3,Annulus,1,7,8,1,1,-1,8,7,I,W,1,3,O,N,H,S,M,A,W,I,V,C,J,Y,K,R,D,L,P,F,E,B,U,T,Z,X,Q,G
10,19,Hispanic or Latino,female,3,Annulus,6,6,12,0,0,0,6,12,A,E,3,3,Q,N,T,Z,S,A,X,R,F,Y,U,E,P,L,V,G,O,D,J,M,K,I,B,C,W,H
10,19,Hispanic or Latino,female,3,Annulus,6,9,15,0,-1,0,8,15,Z,P,2,3,L,T,I,G,S,J,F,Z,C,V,K,A,E,X,P,H,N,R,Y,B,U,O,W,D,M,Q
10,19,Hispanic or Latino,female,3,Annulus,9,7,16,0,0,1,7,17,S,A,3,3,E,Y,F,D,L,G,S,O,R,Z,W,V,T,B,J,K,A,X,P,Q,I,C,H,M,U,N
10,19,Hispanic or Latino,female,3,Annulus,2,10,12,1,-1,-2,9,10,S,R,2,1,I,X,Z,O,G,F,K,P,S,R,V,J,U,W,T,B,M,H,Q,N,C,L,D,Y,E,A
10,19,Hispanic or Latino,female,3,Annulus,2,6,8,0,0,-4,6,4,D,P,1,1,O,N,F,P,Q,D,W,B,Y,J,S,T,Z,V,L,K,M,A,U,R,E,X,I,G,C,H
10,19,Hispanic or Latino,female,3,Annulus,3,7,10,0,0,-4,7,6,B,I,3,1,N,S,Z,U,Y,I,B,J,M,R,W,T,P,V,E,O,A,H,Q,L,X,K,G,C,F,D
10,19,Hispanic or Latino,female,3,Annulus,2,7,9,0,0,0,7,9,Z,P,3,2,A,F,O,S,D,K,Z,V,P,U,Y,L,H,W,B,Q,X,C,N,E,M,T,R,G,J,I
10,19,Hispanic or Latino,female,3,Annulus,3,10,13,0,-1,-2,9,11,Q,S,2,1,L,C,J,U,W,K,M,T,Q,O,S,Y,G,E,X,P,V,H,R,Z,B,I,D,F,A,N
10,19,Hispanic or Latino,female,3,Annulus,1,10,11,0,0,0,10,11,I,Z,1,3,X,N,J,D,Q,T,W,E,P,I,Z,L,F,H,O,V,S,U,Y,G,A,K,B,R,M,C
10,19,Hispanic or Latino,female,3,Annulus,1,8,9,0,0,-2,8,7,V,G,3,1,R,U,B,H,Y,A,G,V,L,M,I,C,T,J,X,W,D,Q,S,N,P,O,Z,E,F,K
10,19,Hispanic or Latino,female,3,Annulus,1,6,7,0,-1,0,5,7,Z,R,1,1,X,A,Q,D,Z,B,R,G,I,J,P,F,W,T,H,M,C,K,Y,O,E,L,S,U,N,V
10,19,Hispanic or Latino,female,3,Annulus,6,9,15,1,-1,-6,8,9,A,W,3,2,O,Q,I,Y,V,D,J,A,W,N,H,T,R,Z,E,U,G,K,F,S,B,X,C,M,L,P
10,19,Hispanic or Latino,female,3,Annulus,3,10,13,0,0,-2,10,11,R,C,3,2,I,L,F,E,N,H,T,O,P,R,C,Q,S,U,Y,J,A,X,K,Z,B,G,W,M,V,D
10,19,Hispanic or Latino,female,3,Annulus,3,8,11,0,0,-6,8,5,P,C,3,1,J,H,O,U,C,X,G,P,W,R,E,B,Z,S,M,F,N,D,T,Y,A,I,L,V,K,Q
10,19,Hispanic or Latino,female,3,Annulus,2,9,11,0,0,-3,9,8,J,K,1,3,M,P,S,T,L,F,H,K,J,X,Z,O,V,W,Y,I,C,D,A,G,B,Q,E,N,U,R
10,19,Hispanic or Latino,female,3,Annulus,9,7,16,0,0,1,7,17,B,K,3,2,H,N,U,I,F,V,B,R,W,C,A,Z,D,S,G,L,K,T,J,Y,M,O,E,P,Q,X
10,19,Hispanic or Latino,female,3,Annulus,6,8,14,0,0,3,8,17,Z,I,1,1,W,Y,C,O,D,X,R,Z,L,T,K,G,N,J,B,E,I,V,F,A,H,Q,M,U,S,P
10,19,Hispanic or Latino,female,3,Annulus,2,9,11,0,-1,-1,8,10,P,E,2,3,C,Z,G,Q,K,N,F,P,X,E,B,R,U,V,S,M,W,L,H,J,Y,T,O,D,I,A
10,19,Hispanic or Latino,female,3,Annulus,1,10,11,0,0,-3,10,8,N,T,3,1,I,L,U,O,R,S,K,T,E,N,Z,P,Q,G,M,D,H,Y,X,A,B,F,V,J,W,C
10,19,Hispanic or Latino,female,3,Annulus,6,7,13,0,0,0,7,13,W,G,3,2,Q,Y,R,J,I,H,W,C,L,T,A,O,G,Z,S,K,V,D,F,M,P,E,X,N,B,U
10,19,Hispanic or Latino,female,3,Annulus,1,9,10,0,-2,0,7,10,I,J,3,2,F,N,P,E,Q,W,I,Z,Y,J,X,R,M,G,K,S,V,L,B,A,U,T,H,C,D,O
10,19,Hispanic or Latino,female,3,Annulus,1,6,7,0,-1,0,5,7,W,U,1,3,V,B,T,Y,W,D,U,S,N,P,G,A,I,F,R,X,H,L,M,K,Q,J,C,E,O,Z
10,19,Hispanic or Latino,female,3,Annulus,6,7,13,0,0,0,7,13,U,G,2,3,K,T,X,J,Q,W,U,F,Y,E,A,S,G,N,O,P,V,M,Z,I,H,R,B,L,C,D
10,19,Hispanic or Latino,female,3,Annulus,3,8,11,0,1,3,9,14,N,T,2,1,G,Q,X,E,O,B,Z,D,N,J,L,Y,V,T,M,C,R,W,S,K,U,P,I,F,H,A
10,19,Hispanic or Latino,female,3,Annulus,3,9,12,1,-1,-3,8,9,D,Q,3,2,N,J,F,W,P,T,R,D,Q,G,B,Z,K,V,O,Y,E,A,L,H,S,I,M,X,C,U
10,19,Hispanic or Latino,female,3,Annulus,9,9,18,0,0,0,9,18,H,U,2,1,C,A,B,D,E,S,V,L,H,J,R,F,K,Q,T,O,I,U,N,Z,P,Y,M,G,X,W
10,19,Hispanic or Latino,female,3,Annulus,1,7,8,0,0,0,7,8,I,T,1,1,H,K,D,J,F,Q,I,T,X,U,M,O,R,C,V,P,A,Y,L,N,S,Z,B,W,E,G
10,19,Hispanic or Latino,female,3,Annulus,3,6,9,0,0,-4,6,5,H,P,2,1,A,U,D,S,P,H,Q,Y,W,J,T,K,B,C,M,L,N,O,F,G,V,R,I,E,X,Z
10,19,Hispanic or Latino,female,3,Annulus,9,9,18,0,-2,-1,7,17,J,U,2,3,R,F,E,W,C,X,J,L,P,V,Q,O,Y,S,B,A,U,D,K,G,I,M,T,H,Z,N
10,19,Hispanic or Latino,female,3,Annulus,6,8,14,0,-1,1,7,15,C,B,3,3,W,L,M,F,D,K,C,V,H,N,T,R,Q,A,B,O,G,X,S,U,Z,Y,I,P,E,J
10,19,Hispanic or Latino,female,3,Annulus,1,9,10,1,1,-1,10,9,R,C,2,3,I,L,O,P,Z,H,E,J,C,R,F,N,K,D,Q,B,T,W,S,M,Y,A,V,U,G,X
10,19,Hispanic or Latino,female,3,Annulus,2,7,9,0,0,1,7,10,P,R,2,1,J,C,M,Y,B,O,P,Q,N,R,A,L,U,T,S,H,Z,I,F,W,K,V,D,X,E,G
10,19,Hispanic or Latino,female,3,Annulus,9,8,17,0,1,1,9,18,M,A,2,3,E,H,X,J,P,T,I,W,M,G,Q,R,K,L,B,Z,N,A,S,U,V,D,O,C,Y,F
10,19,Hispanic or Latino,female,3,Annulus,3,6,9,0,-4,-5,2,4,U,M,1,1,Y,U,I,M,V,Q,O,J,E,A,K,N,T,H,W,R,F,P,G,C,B,X,D,S,Z,L
10,19,Hispanic or Latino,female,3,Annulus,2,8,10,1,16,-2,24,8,U,V,1,3,H,D,W,Q,J,X,S,V,L,K,B,E,N,F,R,I,A,M,Y,P,O,T,C,U,G,Z
10,19,Hispanic or Latino,female,3,Annulus,9,6,15,0,0,0,6,15,W,P,3,3,H,T,R,D,O,W,F,N,K,Z,Q,B,Y,L,P,M,X,A,G,S,I,J,U,E,V,C
10,19,Hispanic or Latino,female,3,Annulus,9,10,19,0,0,1,10,20,S,T,3,1,J,X,E,M,K,W,O,I,F,S,U,A,N,B,G,R,V,D,H,T,L,P,Z,C,Y,Q
10,19,Hispanic or Latino,female,3,Annulus,6,10,16,0,-1,0,9,16,C,Q,3,3,J,D,S,U,K,Y,P,X,C,L,B,Z,E,O,H,Q,I,W,A,R,T,G,M,V,N,F
10,19,Hispanic or Latino,female,3,Annulus,6,10,16,0,-1,0,9,16,D,X,3,3,G,T,L,W,E,H,V,R,D,J,Q,C,Y,K,M,X,I,U,O,P,S,B,N,Z,A,F
10,19,Hispanic or Latino,female,3,Annulus,1,8,9,0,0,15,8,24,Y,P,3,1,D,I,X,S,J,B,L,Y,Q,H,G,O,N,M,T,V,F,W,K,U,E,C,R,P,Z,A
10,19,Hispanic or Latino,female,3,Annulus,2,6,8,0,-2,-3,4,5,U,C,1,3,T,I,M,U,C,D,R,G,E,V,Z,P,A,J,B,O,H,Q,F,S,W,L,N,K,X,Y
10,19,Hispanic or Latino,female,3,Annulus,2,8,10,0,0,-1,8,9,S,J,3,1,F,N,W,B,L,Z,I,S,J,U,T,H,G,V,C,O,Q,D,M,K,P,X,A,R,Y,E
10,19,Hispanic or Latino,female,3,Annulus,3,7,10,0,0,2,7,12,Z,E,3,1,C,F,V,L,Q,U,Z,I,O,T,K,E,J,S,P,B,A,H,G,R,X,N,W,Y,D,M
10,19,Hispanic or Latino,female,3,Annulus,9,6,15,0,0,0,6,15,L,Z,3,2,O,F,R,M,X,L,W,P,A,Q,I,D,J,V,Z,E,Y,T,G,K,B,S,H,U,N,C
10,19,Hispanic or Latino,female,3,Annulus,9,8,17,0,0,0,8,17,S,J,3,3,W,M,D,A,X,Z,C,S,U,K,G,Q,E,B,I,V,J,T,H,F,L,R,N,Y,P,O
10,19,Hispanic or Latino,female,3,Annulus,6,6,12,0,0,0,6,12,W,K,3,3,B,Q,Y,X,S,W,O,N,H,R,M,K,D,J,E,P,F,Z,C,A,U,T,I,V,L,G
10,19,Hispanic or Latino,female,4,Annulus,6,9,15,0,0,0,9,15,C,F,3,1,V,H,N,W,G,O,P,X,C,Q,L,R,A,D,F,U,B,J,I,K,Y,Z,T,S,M,E
10,19,Hispanic or Latino,female,4,Annulus,2,7,9,0,0,1,7,10,U,W,3,3,L,S,J,I,K,R,U,Q,M,W,C,D,A,G,Z,X,P,F,T,O,B,Y,H,E,V,N
10,19,Hispanic or Latino,female,4,Annulus,1,6,7,0,0,6,6,13,H,I,3,2,A,Q,B,C,J,H,D,S,L,W,G,X,I,V,Y,U,T,N,E,K,F,M,Z,O,R,P
10,19,Hispanic or Latino,female,4,Annulus,6,6,12,0,0,-1,6,11,A,J,3,3,S,Y,D,C,H,A,M,U,Z,G,J,L,X,T,W,I,N,F,E,K,B,O,Q,P,R,V
10,19,Hispanic or Latino,female,4,Annulus,1,8,9,0,1,7,9,16,C,D,2,3,E,G,O,X,I,A,V,Q,C,B,S,R,Z,W,F,D,N,P,Y,T,M,U,H,J,K,L
10,19,Hispanic or Latino,female,4,Annulus,6,6,12,0,-1,0,5,12,P,W,2,3,J,Q,S,Z,P,O,A,X,H,K,V,W,F,G,M,T,D,U,R,C,Y,N,E,I,B,L
10,19,Hispanic or Latino,female,4,Annulus,3,6,9,0,0,-4,6,5,B,E,3,1,I,S,Z,M,E,B,T,F,U,K,J,Y,Q,G,R,L,A,C,X,H,N,P,D,O,W,V
10,19,Hispanic or Latino,female,4,Annulus,2,7,9,0,0,6,7,15,V,U,2,1,H,Y,F,W,K,X,V,B,A,S,G,R,N,D,U,Q,J,L,C,P,O,M,E,I,Z,T
10,19,Hispanic or Latino,female,4,Annulus,9,10,19,0,0,1,10,20,S,P,3,3,K,N,G,Z,T,B,D,U,Y,S,L,X,V,F,A,W,O,I,R,P,M,J,H,E,C,Q
10,19,Hispanic or Latino,female,4,Annulus,9,7,16,0,-1,0,6,16,B,G,2,3,O,H,S,N,I,B,R,Q,K,L,A,F,W,D,V,G,U,X,Z,T,C,P,M,E,J,Y
10,19,Hispanic or Latino,female,4,Annulus,3,10,13,0,0,-8,10,5,A,D,3,1,B,C,F,X,D,G,Z,N,L,A,T,H,Y,K,Q,P,E,I,R,M,S,V,O,U,J,W
10,19,Hispanic or Latino,female,4,Annulus,1,7,8,0,0,1,7,9,M,N,3,1,F,S,H,E,J,C,M,Y,N,O,Q,B,Z,X,V,U,K,L,P,A,T,R,I,D,G,W
10,19,Hispanic or Latino,female,4,Annulus,1,10,11,1,1,-1,11,10,A,P,1,3,U,R,C,T,M,F,D,E,Z,P,A,B,Q,W,S,L,H,N,I,K,Y,J,V,O,G,X
10,19,Hispanic or Latino,female,4,Annulus,2,10,12,0,0,-1,10,11,I,X,3,3,C,J,K,D,S,L,W,B,M,I,X,V,N,R,P,Z,T,G,A,Y,F,H,Q,E,O,U
10,19,Hispanic or Latino,female,4,Annulus,2,10,12,1,-9,-2,1,10,O,Q,1,1,O,Z,E,D,B,M,X,F,J,Q,N,H,A,P,I,G,S,C,R,W,Y,T,K,U,V,L
10,19,Hispanic or Latino,female,4,Annulus,3,8,11,1,-1,-3,7,8,R,X,3,1,C,F,W,K,S,B,R,X,U,Q,M,G,A,N,Z,L,D,T,J,E,H,Y,P,I,V,O
10,19,Hispanic or Latino,female,4,Annulus,9,7,16,0,0,0,7,16,W,A,3,3,H,T,P,R,I,Z,W,B,J,F,K,M,V,O,Y,A,X,Q,N,E,S,L,D,G,U,C
10,19,Hispanic or Latino,female,4,Annulus,1,6,7,0,0,-2,6,5,U,N,3,1,W,A,E,D,N,U,I,S,T,C,R,B,X,L,Z,J,K,P,M,G,Q,Y,O,V,H,F
10,19,Hispanic or Latino,female,4,Annulus,9,9,18,0,0,1,9,19,E,A,3,3,M,L,H,F,R,V,I,J,E,U,N,O,W,D,Y,Z,K,P,A,S,B,T,X,G,Q,C
10,19,Hispanic or Latino,female,4,Annulus,6,8,14,0,1,0,9,14,A,R,3,3,P,U,E,N,Y,Z,M,J,A,B,D,C,F,R,Q,K,X,I,W,O,S,V,G,H,L,T
10,19,Hispanic or Latino,female,4,Annulus,2,6,8,0,0,-1,6,7,E,Z,3,2,A,N,W,M,O,E,Z,J,X,T,G,R,L,H,F,U,K,D,V,C,Y,S,B,Q,P,I
10,19,Hispanic or Latino,female,4,Annulus,3,6,9,0,0,-5,6,4,R,I,3,2,E,B,M,I,Z,R,F,T,P,L,O,Q,S,C,V,W,J,A,K,H,N,D,G,U,X,Y
10,19,Hispanic or Latino,female,4,Annulus,6,10,16,0,0,-7,10,9,J,H,3,1,Z,I,N,B,O,T,V,U,H,J,G,C,K,M,D,A,X,W,L,Y,R,S,P,F,E,Q
10,19,Hispanic or Latino,female,4,Annulus,6,9,15,0,1,0,10,15,A,J,3,1,D,I,B,Y,H,P,M,O,S,A,R,T,G,X,J,N,Z,K,U,E,F,W,L,Q,V,C
